name,online_order,book_table,rate,votes,location,restaurant_type,cuisines,approx_cost,listed_type,listed_city
JCL Canteen,False,False,,0,Shivajinagar,Mess,South Indian,100,Dine-out,Lavelle Road
Lotus Royal Cuisine,False,False,3.3,13,Residency Road,Casual Dining,"North Indian, Chinese",750,Dine-out,Lavelle Road
Grill 99 - The Ritz-Carlton,False,False,3.4,12,Residency Road,Fine Dining,"Steak, Mediterranean, Grill",4000,Dine-out,Lavelle Road
Green Paprika,False,False,3.3,7,Church Street,Casual Dining,"North Indian, South Indian, Continental",1000,Dine-out,Lavelle Road
The Bao Belly,False,False,3.3,9,Residency Road,Cafe,Cafe,400,Dine-out,Lavelle Road
Zaiqa,False,False,3.4,8,Richmond Road,Quick Bites,"North Indian, Chinese",350,Dine-out,Lavelle Road
37 China Town,False,False,3.5,58,Race Course Road,Casual Dining,"Chinese, Thai, North Indian, South Indian, Continental",900,Dine-out,Lavelle Road
The Chevron Brigade,False,False,3.3,4,Brigade Road,Casual Dining,"Fast Food, Biryani, Chinese",1200,Dine-out,Lavelle Road
Zuiqa Taste,False,False,,0,Richmond Road,Quick Bites,"North Indian, Chinese",300,Dine-out,Lavelle Road
Karavali Lunch Home,False,False,,0,Shanti Nagar,"Mess, Quick Bites","Biryani, South Indian, Mangalorean",300,Dine-out,Lavelle Road
R.K.R Lunch Home,False,False,,0,Richmond Road,Quick Bites,"South Indian, Biryani",350,Dine-out,Lavelle Road
Bhartiya Jalpan,False,False,,0,Commercial Street,Casual Dining,"North Indian, Street Food",700,Dine-out,Lavelle Road
X Cafe,False,False,,0,Shanti Nagar,Cafe,"American, Cafe, Chinese, Italian, Desserts",400,Dine-out,Lavelle Road
Malabar Kitchen,True,False,3.2,5,Commercial Street,Quick Bites,"Kerala, North Indian, Chinese",300,Dine-out,Lavelle Road
Vinny's,True,False,3.9,212,Brigade Road,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Dine-out,Lavelle Road
The Coffee Bean & Tea Leaf,True,False,3.8,261,MG Road,Cafe,Cafe,700,Dine-out,Lavelle Road
C Sharp Kitchen,True,False,3.6,53,Church Street,Casual Dining,"North Indian, Chinese, European",600,Dine-out,Lavelle Road
Eatato Snack Bar,False,False,3.3,11,Brigade Road,Quick Bites,"South Indian, North Indian, Chinese, Rolls, Fast Food",400,Dine-out,Lavelle Road
Casa Express,False,False,2.6,26,Residency Road,Quick Bites,"Chinese, Italian",400,Dine-out,Lavelle Road
Italia - The Park Bangalore,False,False,3.7,82,MG Road,Fine Dining,Italian,2500,Dine-out,Lavelle Road
Bon Sante,False,False,3.6,104,Brigade Road,Cafe,"Cafe, Continental, Italian",800,Dine-out,Lavelle Road
Meenu Oota Da Maane,True,False,3.1,23,Brigade Road,Casual Dining,"Seafood, Mangalorean, Chinese",700,Dine-out,Lavelle Road
Berrylicious Cafe,False,False,4.1,129,MG Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",,Dine-out,Lavelle Road
Tea and Wine Lounge,False,False,3.6,12,Race Course Road,Cafe,"Cafe, Tea, Desserts",800,Dine-out,Lavelle Road
Kamat's Palate Korner,False,False,4.1,121,Richmond Road,Casual Dining,"North Indian, Chinese",600,Dine-out,Lavelle Road
Mamma Mexicana,True,True,2.2,409,MG Road,Casual Dining,Mexican,1000,Dine-out,Lavelle Road
Shiv Sagar,False,False,,0,MG Road,Casual Dining,"South Indian, North Indian, Chinese",800,Dine-out,Lavelle Road
Dunkin' Donuts,True,False,4.0,1084,Brigade Road,"Quick Bites, Dessert Parlor","Desserts, Cafe, Beverages, Burger, Fast Food",550,Dine-out,Lavelle Road
Siddiqu Kabab Center,False,False,4.4,178,Richmond Road,Quick Bites,"North Indian, Rolls",250,Dine-out,Lavelle Road
The Bundle Co.,True,False,4.4,227,MG Road,Quick Bites,"Burger, Continental, Italian, Beverages",700,Dine-out,Lavelle Road
Khazana Food Paradise,False,False,4.1,362,Richmond Road,Quick Bites,"North Indian, Biryani",400,Dine-out,Lavelle Road
Bhagatram Sweets,False,False,3.4,225,Commercial Street,Quick Bites,"Street Food, Mithai",300,Dine-out,Lavelle Road
Mandarin Box,False,False,3.9,84,Church Street,Quick Bites,Chinese,500,Dine-out,Lavelle Road
Indian Coffee House,False,False,4.0,1223,Church Street,Quick Bites,South Indian,200,Dine-out,Lavelle Road
99 Pancakes,True,False,4.1,45,Church Street,Dessert Parlor,"Desserts, Ice Cream",300,Dine-out,Lavelle Road
Siddappa Hotel,False,False,4.1,274,Richmond Road,Quick Bites,South Indian,150,Dine-out,Lavelle Road
Lakeview Milkbar,False,False,4.0,1460,MG Road,"Dessert Parlor, Cafe","Desserts, Fast Food, Beverages",450,Dine-out,Lavelle Road
Taco Bell,True,False,3.9,35,Brigade Road,Quick Bites,"Mexican, American, Fast Food",600,Dine-out,Lavelle Road
eat.fit,True,True,4.1,106,Church Street,Quick Bites,North Indian,300,Dine-out,Lavelle Road
Leon Grill,True,False,4.3,288,St. Marks Road,Quick Bites,"Burger, Fast Food",500,Dine-out,Lavelle Road
Kentacky Chicken Corner,False,False,4.0,106,Richmond Road,Quick Bites,"Andhra, South Indian",300,Dine-out,Lavelle Road
Northern Route,True,False,4.1,161,St. Marks Road,Quick Bites,"North Indian, Street Food",300,Dine-out,Lavelle Road
Juice Junction,True,False,4.0,101,St. Marks Road,Quick Bites,"Juices, Fast Food",150,Dine-out,Lavelle Road
Nisarga Garden,False,False,4.0,90,Infantry Road,Quick Bites,"South Indian, Chinese, Street Food, Juices",300,Dine-out,Lavelle Road
Chetty's Coffee,True,False,3.8,18,MG Road,Quick Bites,South Indian,200,Dine-out,Lavelle Road
Amdo's Corner Tibetan Foods,False,False,4.0,47,Richmond Road,Quick Bites,"Tibetan, Momos",250,Dine-out,Lavelle Road
KFC,True,False,3.8,199,Brigade Road,Quick Bites,"Burger, Fast Food",450,Dine-out,Lavelle Road
The Chocolate Heaven,True,False,,0,Commercial Street,"Dessert Parlor, Cafe","Desserts, Cafe",600,Dine-out,Lavelle Road
Stars 'N' Stripes,False,False,2.7,77,MG Road,Quick Bites,"North Indian, Chinese, Fast Food",500,Dine-out,Lavelle Road
Sri Saravana Bhavan,False,False,3.9,77,Commercial Street,Quick Bites,South Indian,150,Dine-out,Lavelle Road
Koshy's,False,False,3.6,53,Richmond Road,"Bakery, Quick Bites","Bakery, Fast Food",300,Dine-out,Lavelle Road
Gangotree,False,False,3.8,51,Race Course Road,Quick Bites,Street Food,150,Dine-out,Lavelle Road
Burger King,True,False,3.9,653,Commercial Street,Quick Bites,"Burger, Fast Food, Beverages",600,Dine-out,Lavelle Road
Hotel Fanoos,True,False,4.0,789,Richmond Road,Quick Bites,"Arabian, Biryani, Rolls, Kebab",400,Dine-out,Lavelle Road
Desi Vdesi,True,False,3.9,113,Shanti Nagar,Quick Bites,"Fast Food, North Indian, Rolls",250,Dine-out,Lavelle Road
Little White Kitchen,True,False,3.8,19,Brigade Road,Quick Bites,"Chinese, Continental, North Indian, Italian",200,Dine-out,Lavelle Road
Haji Ali Juice Centre,True,False,4.1,79,Commercial Street,"Quick Bites, Beverage Shop","Fast Food, Pizza, Rolls, Beverages, Juices",350,Dine-out,Lavelle Road
Domino's Pizza,True,False,3.8,122,MG Road,Quick Bites,"Pizza, Fast Food",400,Dine-out,Lavelle Road
Sri Udupi Park,True,False,3.8,106,Residency Road,Quick Bites,"South Indian, Chinese",200,Dine-out,Lavelle Road
Kabab Souq,True,False,3.6,112,Richmond Road,Quick Bites,"Kebab, North Indian, Arabian, Chinese",500,Dine-out,Lavelle Road
New Kudla Family Resturant,True,False,3.2,5,MG Road,Quick Bites,"North Indian, Chinese",450,Dine-out,Lavelle Road
Chickpet Donne Biryani House,True,False,3.7,49,Commercial Street,Quick Bites,Biryani,250,Dine-out,Lavelle Road
KKR FOODIES,True,True,3.2,60,St. Marks Road,Quick Bites,"Fast Food, North Indian",400,Dine-out,Lavelle Road
Munchies,True,False,3.9,65,Brigade Road,"Quick Bites, Bakery","Fast Food, Bakery",250,Dine-out,Lavelle Road
Vishnu Sagar,False,False,3.0,33,Commercial Street,Quick Bites,"South Indian, Chinese, North Indian",400,Dine-out,Lavelle Road
McDonald's,False,False,2.8,93,Commercial Street,Quick Bites,"Fast Food, Burger",500,Dine-out,Lavelle Road
Taste Of Tibet,False,False,4.1,341,Brigade Road,Quick Bites,"Tibetan, Chinese, Momos",300,Dine-out,Lavelle Road
SGS Non Veg - Gundu Pulav,True,False,3.9,56,St. Marks Road,Quick Bites,"Biryani, Fast Food",400,Dine-out,Lavelle Road
Masala Oota,True,False,3.6,79,Residency Road,Quick Bites,"South Indian, Biryani",500,Dine-out,Lavelle Road
Fatima Bakery,False,False,3.7,14,Richmond Road,"Bakery, Quick Bites","Bakery, Fast Food",300,Dine-out,Lavelle Road
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,False,False,3.6,26,Shivajinagar,Quick Bites,Biryani,300,Dine-out,Lavelle Road
Mel's Korner,False,False,3.7,95,Church Street,Quick Bites,Fast Food,500,Dine-out,Lavelle Road
WOW! Momo,True,False,3.6,124,Brigade Road,"Food Court, Quick Bites","Tibetan, Momos",400,Dine-out,Lavelle Road
Hotel Ajantha,False,False,3.9,76,MG Road,Quick Bites,South Indian,200,Dine-out,Lavelle Road
Deccan Spices,False,False,3.7,24,Richmond Road,Quick Bites,"Biryani, Mughlai, Fast Food",500,Dine-out,Lavelle Road
Goli Vada Pav No. 1,False,False,3.6,19,Residency Road,Quick Bites,Street Food,200,Dine-out,Lavelle Road
Yomama!!,False,False,3.6,8,Brigade Road,Quick Bites,"Continental, Burger, Cafe, Steak",800,Dine-out,Lavelle Road
Just Bake,True,False,3.5,33,Shanti Nagar,"Bakery, Quick Bites",Bakery,400,Dine-out,Lavelle Road
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,True,False,3.9,58,MG Road,Dessert Parlor,Desserts,600,Dine-out,Lavelle Road
Adda,False,False,3.3,5,Shanti Nagar,Quick Bites,South Indian,300,Dine-out,Lavelle Road
Donne Biryani House,True,False,3.4,70,Residency Road,Quick Bites,Biryani,400,Dine-out,Lavelle Road
Kabab Nation Corner,True,False,3.5,75,Brigade Road,Quick Bites,"Chinese, Arabian, Fast Food",500,Dine-out,Lavelle Road
Shilpa Veg,False,False,3.6,37,Shivajinagar,Quick Bites,"South Indian, Street Food, Beverages, Desserts",250,Dine-out,Lavelle Road
New Udupi Upahar,False,False,3.1,7,Richmond Road,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Lavelle Road
Aaha Andhra,False,False,3.6,16,Brigade Road,Food Court,"Andhra, Biryani, North Indian",900,Dine-out,Lavelle Road
Kerala Kitchen,False,False,3.1,32,Brigade Road,Quick Bites,"Kerala, South Indian",200,Dine-out,Lavelle Road
Donne Biriyani Mane,True,False,3.4,63,Church Street,Quick Bites,"Biryani, Kebab",400,Dine-out,Lavelle Road
Platter,True,False,2.9,25,Residency Road,Quick Bites,"Street Food, Juices",300,Dine-out,Lavelle Road
Hushy's Kitchen,True,False,3.5,58,Shanti Nagar,Quick Bites,Fast Food,300,Dine-out,Lavelle Road
Cafe Sandarshini,False,False,,0,Shanti Nagar,Quick Bites,"South Indian, North Indian",200,Dine-out,Lavelle Road
Kaati Zone,True,False,3.0,165,Church Street,Quick Bites,"Fast Food, Biryani, Rolls",350,Dine-out,Lavelle Road
Foody's,True,False,3.8,169,Shanti Nagar,Quick Bites,"North Indian, South Indian",250,Dine-out,Lavelle Road
Allana Kabab,False,False,3.3,4,Richmond Road,Quick Bites,North Indian,200,Dine-out,Lavelle Road
Firewood Biryani,True,False,3.9,456,Residency Road,Quick Bites,"Biryani, Kebab, Rolls",400,Dine-out,Lavelle Road
Hotel Metropole,False,False,2.9,18,Shivajinagar,Quick Bites,"North Indian, Chinese, South Indian",400,Dine-out,Lavelle Road
Ultra Biriyani Paradise,False,False,3.3,9,Shanti Nagar,Quick Bites,Biryani,300,Dine-out,Lavelle Road
The Grand Taj,True,False,3.3,37,Shivajinagar,Quick Bites,"North Indian, Chinese",350,Dine-out,Lavelle Road
Faasos,True,False,3.9,252,Residency Road,Quick Bites,"North Indian, Biryani, Fast Food",500,Dine-out,Lavelle Road
Vasudev Adiga's,False,False,3.4,60,Church Street,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250,Dine-out,Lavelle Road
Juice Shop,False,False,3.3,11,Brigade Road,Quick Bites,"Street Food, Beverages",200,Dine-out,Lavelle Road
Durga Sagar,True,False,3.4,9,Shanti Nagar,Quick Bites,South Indian,150,Dine-out,Lavelle Road
Ram Prasad Veg,False,False,3.7,15,Shivajinagar,Quick Bites,South Indian,150,Dine-out,Lavelle Road
North Indian Hotel,False,False,3.4,11,Shivajinagar,Quick Bites,North Indian,200,Dine-out,Lavelle Road
Khally Wally,False,False,,0,MG Road,Quick Bites,"Biryani, Kebab",250,Dine-out,Lavelle Road
Hotel Ramprasad,True,False,4.2,94,Brigade Road,Quick Bites,"South Indian, Chinese",300,Dine-out,Lavelle Road
Indira Darshini,True,False,3.5,21,Infantry Road,Quick Bites,"South Indian, Chinese",200,Dine-out,Lavelle Road
Gundappa Donne Biryani,False,False,3.7,163,St. Marks Road,Quick Bites,Biryani,300,Dine-out,Lavelle Road
Royal Restaurant,False,False,3.2,7,Shivajinagar,Quick Bites,"North Indian, Chinese",200,Dine-out,Lavelle Road
Khan Saheb Grills and Rolls,True,False,3.4,25,Langford Town,Quick Bites,"Fast Food, Rolls",350,Dine-out,Lavelle Road
Chilli Chicken,True,False,3.1,7,Brigade Road,Quick Bites,Fast Food,500,Dine-out,Lavelle Road
Roll Er Dokaan,True,False,3.3,19,Brigade Road,Quick Bites,"Street Food, Rolls",300,Dine-out,Lavelle Road
Chaitanya Veg,True,False,3.2,5,Shivajinagar,Quick Bites,South Indian,300,Dine-out,Lavelle Road
Baskin Robbins,True,False,3.7,24,Brigade Road,Dessert Parlor,"Ice Cream, Desserts",250,Dine-out,Lavelle Road
New Arya Bhavan,False,False,3.1,23,MG Road,Quick Bites,"Street Food, Beverages, North Indian",300,Dine-out,Lavelle Road
Bettaiah Military Hotel,False,False,3.3,4,Shanti Nagar,Quick Bites,South Indian,250,Dine-out,Lavelle Road
Sri Rama Coffee Shop,False,False,,0,Shivajinagar,Quick Bites,South Indian,100,Dine-out,Lavelle Road
New Star Hotel,False,False,,0,Shivajinagar,Quick Bites,North Indian,200,Dine-out,Lavelle Road
A1 Ambur Biryani,False,False,,0,Shivajinagar,Quick Bites,Biryani,200,Dine-out,Lavelle Road
Kabab and Biryani Centre,False,False,,0,Richmond Road,Quick Bites,"North Indian, Fast Food",300,Dine-out,Lavelle Road
Tandoori Platter,False,False,,0,Residency Road,Quick Bites,North Indian,450,Dine-out,Lavelle Road
Radhika Veg Delite,False,False,,0,Shivajinagar,Quick Bites,"South Indian, North Indian",400,Dine-out,Lavelle Road
New Ambur Biryani,False,False,,0,Shanti Nagar,Quick Bites,Biryani,350,Dine-out,Lavelle Road
Hotel Select,False,False,,0,Shanti Nagar,Quick Bites,South Indian,250,Dine-out,Lavelle Road
Rolls Corner,False,False,,0,Brigade Road,Quick Bites,"Chinese, Fast Food",300,Dine-out,Lavelle Road
Bihari Hotel,False,False,,0,Brigade Road,Quick Bites,Bihari,200,Dine-out,Lavelle Road
Indira Canteen,False,False,,0,Brigade Road,Quick Bites,South Indian,300,Dine-out,Lavelle Road
Shilpa Vegetarian Restaurant,False,False,,0,Shivajinagar,Quick Bites,"South Indian, North Indian, Chinese",350,Dine-out,Lavelle Road
Pappu BC,False,False,,0,Shivajinagar,Quick Bites,"North Indian, Biryani",300,Dine-out,Lavelle Road
Chaat Chatore,False,False,,0,MG Road,Quick Bites,"Fast Food, Street Food",150,Dine-out,Lavelle Road
Bharani's,False,False,,0,MG Road,Quick Bites,South Indian,300,Dine-out,Lavelle Road
Satkar Upahar,False,False,,0,Shanti Nagar,Quick Bites,"South Indian, Beverages",100,Dine-out,Lavelle Road
DeCafe,False,False,,0,Brigade Road,Quick Bites,"Salad, Sandwich, Tea, Coffee",300,Dine-out,Lavelle Road
Apsara Hotel,False,False,,0,Shivajinagar,Quick Bites,North Indian,150,Dine-out,Lavelle Road
Home Treat,False,False,3.1,7,Brigade Road,Quick Bites,North Indian,150,Dine-out,Lavelle Road
Sri Rama,False,False,3.2,4,Shivajinagar,Quick Bites,South Indian,200,Dine-out,Lavelle Road
Metro Military Hotel,True,False,,0,Shanti Nagar,Quick Bites,"South Indian, Chinese, North Indian",300,Dine-out,Lavelle Road
Kabab Mela,True,False,,0,Shivajinagar,Quick Bites,"North Indian, Chinese, Kebab",300,Dine-out,Lavelle Road
Bhaiyaji Food Court,False,False,3.3,6,MG Road,Quick Bites,"North Indian, Mithai",300,Dine-out,Lavelle Road
Indy's Comfort Food,False,False,4.1,399,Shivajinagar,Quick Bites,"North Indian, Beverages, Fast Food",300,Dine-out,Lavelle Road
Sri Krishna Upahar,False,False,,0,Shivajinagar,Quick Bites,"South Indian, Chinese, Juices, Street Food",200,Dine-out,Lavelle Road
Vinay Upahar,False,False,,0,Shivajinagar,Quick Bites,"South Indian, Juices",200,Dine-out,Lavelle Road
Maiera Siddiqha Kabab Centre,False,False,,0,Shivajinagar,Quick Bites,"North Indian, Fast Food",200,Dine-out,Lavelle Road
Vishwamitra Veg Restaurant,False,False,,0,Shivajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Dine-out,Lavelle Road
Shadow Kolkata Katti Rolls & Momos,True,False,,0,Brigade Road,Quick Bites,"Rolls, Chinese",250,Dine-out,Lavelle Road
Armani Kabab Centre,False,False,,0,Richmond Road,Quick Bites,"North Indian, Fast Food",300,Dine-out,Lavelle Road
Royal Tea House,False,False,,0,Shivajinagar,Quick Bites,North Indian,100,Dine-out,Lavelle Road
Shalimar Chaska,False,False,,0,Richmond Road,Quick Bites,"Fast Food, Chinese",200,Dine-out,Lavelle Road
Sri Krishna The Dhaba,False,False,,0,Richmond Road,Quick Bites,"North Indian, Street Food, Fast Food",200,Dine-out,Lavelle Road
Ambur Hot Dum Biriyani,False,False,,0,Shivajinagar,Quick Bites,Biryani,250,Dine-out,Lavelle Road
Madurai Hotel,False,False,,0,Commercial Street,Quick Bites,South Indian,150,Dine-out,Lavelle Road
Sri Sai Sagar Food,False,False,,0,MG Road,Quick Bites,"Street Food, Fast Food, North Indian",300,Dine-out,Lavelle Road
Night Kitchen,False,False,,0,Shivajinagar,Quick Bites,"North Indian, Fast Food, Chinese",600,Dine-out,Lavelle Road
Let's Eat Desi Chinese,False,False,,0,Shanti Nagar,Quick Bites,Chinese,300,Dine-out,Lavelle Road
21 Corner Haus Cafe,False,False,,0,Shanti Nagar,Quick Bites,"North Indian, Chinese, Biryani",300,Dine-out,Lavelle Road
Kerala Home Food,False,False,,0,Brigade Road,Quick Bites,Kerala,300,Dine-out,Lavelle Road
Spicy Gobi Magic,False,False,,0,Shanti Nagar,Quick Bites,"South Indian, Chinese, Sandwich",150,Dine-out,Lavelle Road
Safa Hotel,False,False,,0,Shivajinagar,Quick Bites,"North Indian, Biryani",200,Dine-out,Lavelle Road
Hotel New Sagar,False,False,,0,Shivajinagar,Quick Bites,"North Indian, Chinese, Biryani",300,Dine-out,Lavelle Road
Crazy Pizza,True,False,,0,Brigade Road,"Food Court, Quick Bites","Pizza, Fast Food",400,Dine-out,Lavelle Road
Tibbs Frankie,False,False,3.0,22,St. Marks Road,Quick Bites,"Street Food, Rolls",200,Dine-out,Lavelle Road
K V Canteen,False,False,3.5,17,Commercial Street,Quick Bites,South Indian,100,Dine-out,Lavelle Road
Cool Joint,False,False,3.6,25,Commercial Street,Quick Bites,"Beverages, Desserts",250,Dine-out,Lavelle Road
Rolls On Wheels,False,False,3.5,45,Brigade Road,Quick Bites,"Fast Food, Rolls, Momos",300,Dine-out,Lavelle Road
Vyshali Food Corner,False,False,3.6,13,Shanti Nagar,Quick Bites,"North Indian, Chinese, South Indian",400,Dine-out,Lavelle Road
Delhi Bhavan,False,False,3.3,11,Commercial Street,Quick Bites,"Street Food, Mithai",150,Dine-out,Lavelle Road
Hotel Kanchan's Fish & Chicken,True,False,3.3,4,Shivajinagar,Quick Bites,"South Indian, Chinese",400,Dine-out,Lavelle Road
Kavya Sagar,False,False,2.9,11,Richmond Road,Quick Bites,"South Indian, North Indian",250,Dine-out,Lavelle Road
Mr. Anbu'g Ambur Biryani,False,False,3.2,4,Richmond Road,Quick Bites,Biryani,300,Dine-out,Lavelle Road
R S Lunch Home,False,False,3.4,11,Shanti Nagar,Quick Bites,South Indian,300,Dine-out,Lavelle Road
Donne Biryani,False,False,3.2,11,Shanti Nagar,Quick Bites,Biryani,200,Dine-out,Lavelle Road
Sri Raghavendra Tiffin Center,False,False,,0,Shivajinagar,Quick Bites,South Indian,200,Dine-out,Lavelle Road
Hatti Punjab Di,False,False,3.4,8,Brigade Road,Quick Bites,North Indian,450,Dine-out,Lavelle Road
Kalpana Fast Food,False,False,,0,Richmond Road,Quick Bites,"Fast Food, Chinese",150,Dine-out,Lavelle Road
Sri Udupi Grand,False,False,3.2,9,Shanti Nagar,Quick Bites,"South Indian, North Indian, Chinese",350,Dine-out,Lavelle Road
Sri Venkateshwara Vishnu Bhavan,False,False,,0,Shanti Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Lavelle Road
Ambur Hot Dum Biryani,False,False,3.1,6,Shanti Nagar,Quick Bites,"Biryani, Kebab",250,Dine-out,Lavelle Road
Gowdara Naati Mane,False,False,3.4,7,Residency Road,Quick Bites,"South Indian, Biryani, Mangalorean",500,Dine-out,Lavelle Road
